trial_id,description,rank,azimuth_deg,elevation_deg,approach_clearance_m,seed,actions,joint_length,estimated_rrt_time_s,estimated_approach_time_s,estimated_close_time_s,estimated_grasp_time_s,planning_wall_time_s,selected
1,baseline moderate occlusion,1,-90,0,0.012000,99,182,3.366863,9.100000,1.500000,1.000000,11.600000,0.021483,True
1,baseline moderate occlusion,2,-90,0,0.012000,314159,183,3.435590,9.150000,1.500000,1.000000,11.650000,0.018308,False
1,baseline moderate occlusion,3,-90,0,0.012000,42,184,3.486564,9.200000,1.500000,1.000000,11.700000,0.019292,False
1,baseline moderate occlusion,4,-90,0,0.012000,123456,185,3.511771,9.250000,1.500000,1.000000,11.750000,0.020057,False
1,baseline moderate occlusion,5,-90,0,0.012000,7,185,3.511771,9.250000,1.500000,1.000000,11.750000,0.020352,False
1,baseline moderate occlusion,6,-90,0,0.012000,2026,185,3.511771,9.250000,1.500000,1.000000,11.750000,0.020432,False
1,baseline moderate occlusion,7,-60,0,0.012000,314159,198,2.824641,9.900000,1.500000,1.000000,12.400000,0.020845,False
1,baseline moderate occlusion,8,30,0,0.012000,99,199,2.689351,9.950000,1.500000,1.000000,12.450000,0.027764,False
1,baseline moderate occlusion,9,-60,0,0.012000,42,201,2.899236,10.050000,1.500000,1.000000,12.550000,0.020347,False
1,baseline moderate occlusion,10,-60,0,0.012000,2026,201,2.929638,10.050000,1.500000,1.000000,12.550000,0.019478,False
1,baseline moderate occlusion,11,-60,0,0.012000,7,201,2.929638,10.050000,1.500000,1.000000,12.550000,0.020274,False
1,baseline moderate occlusion,12,-60,0,0.012000,123456,201,2.929638,10.050000,1.500000,1.000000,12.550000,0.021305,False
1,baseline moderate occlusion,13,30,0,0.012000,42,204,2.482207,10.200000,1.500000,1.000000,12.700000,0.021694,False
1,baseline moderate occlusion,14,30,0,0.012000,2026,204,2.515028,10.200000,1.500000,1.000000,12.700000,0.019812,False
1,baseline moderate occlusion,15,-30,0,0.012000,7,204,2.630959,10.200000,1.500000,1.000000,12.700000,0.022031,False
1,baseline moderate occlusion,16,30,0,0.012000,314159,205,2.487407,10.250000,1.500000,1.000000,12.750000,0.020356,False
1,baseline moderate occlusion,17,30,0,0.012000,123456,205,2.535693,10.250000,1.500000,1.000000,12.750000,0.021236,False
1,baseline moderate occlusion,18,30,0,0.012000,7,205,2.540683,10.250000,1.500000,1.000000,12.750000,0.019319,False
1,baseline moderate occlusion,19,-30,0,0.012000,42,205,2.708424,10.250000,1.500000,1.000000,12.750000,0.026346,False
1,baseline moderate occlusion,20,-30,0,0.012000,314159,206,2.620293,10.300000,1.500000,1.000000,12.800000,0.031806,False
1,baseline moderate occlusion,21,-30,0,0.012000,99,207,2.507225,10.350000,1.500000,1.000000,12.850000,0.025352,False
1,baseline moderate occlusion,22,0,0,0.012000,7,286,4.125922,14.300000,1.500000,1.000000,16.800000,0.023652,False
1,baseline moderate occlusion,23,-60,0,0.012000,99,321,5.380817,16.050000,1.500000,1.000000,18.550000,0.025327,False
1,baseline moderate occlusion,24,0,0,0.012000,2026,335,5.834333,16.750000,1.500000,1.000000,19.250000,0.026919,False
1,baseline moderate occlusion,25,0,0,0.012000,99,336,4.764447,16.800000,1.500000,1.000000,19.300000,0.066361,False
1,baseline moderate occlusion,26,0,0,0.012000,42,354,5.171369,17.700000,1.500000,1.000000,20.200000,0.026689,False
1,baseline moderate occlusion,27,0,0,0.012000,314159,359,5.886747,17.950000,1.500000,1.000000,20.450000,0.063891,False
1,baseline moderate occlusion,28,-30,0,0.012000,123456,360,5.212513,18.000000,1.500000,1.000000,20.500000,0.045539,False
1,baseline moderate occlusion,29,0,0,0.012000,123456,392,5.767374,19.600000,1.500000,1.000000,22.100000,0.045881,False
1,baseline moderate occlusion,30,-30,0,0.012000,2026,397,5.646376,19.850000,1.500000,1.000000,22.350000,0.023860,False
