trial_id,description,rank,azimuth_deg,elevation_deg,approach_clearance_m,seed,actions,joint_length,estimated_rrt_time_s,estimated_approach_time_s,estimated_close_time_s,estimated_grasp_time_s,planning_wall_time_s,selected
3,target shifted right,1,60,30,0.016200,7,168,2.652816,8.400000,1.500000,1.000000,10.900000,0.020275,True
3,target shifted right,2,60,0,0.011882,314159,172,2.660621,8.600000,1.500000,1.000000,11.100000,0.017860,False
3,target shifted right,3,60,0,0.011882,7,175,2.719542,8.750000,1.500000,1.000000,11.250000,0.017843,False
3,target shifted right,4,60,0,0.011882,2026,175,2.719542,8.750000,1.500000,1.000000,11.250000,0.017963,False
3,target shifted right,5,60,0,0.011882,123456,175,2.719542,8.750000,1.500000,1.000000,11.250000,0.019094,False
3,target shifted right,6,60,0,0.011882,42,175,2.733179,8.750000,1.500000,1.000000,11.250000,0.017964,False
3,target shifted right,7,60,0,0.011882,99,176,2.931427,8.800000,1.500000,1.000000,11.300000,0.022256,False
3,target shifted right,8,30,0,0.017000,99,182,2.704112,9.100000,1.500000,1.000000,11.600000,0.025465,False
3,target shifted right,9,30,0,0.017000,2026,200,2.434451,10.000000,1.500000,1.000000,12.500000,0.019206,False
3,target shifted right,10,30,0,0.017000,7,200,2.434451,10.000000,1.500000,1.000000,12.500000,0.019242,False
3,target shifted right,11,30,0,0.017000,123456,200,2.434451,10.000000,1.500000,1.000000,12.500000,0.022283,False
3,target shifted right,12,30,0,0.017000,314159,201,2.409547,10.050000,1.500000,1.000000,12.550000,0.018558,False
3,target shifted right,13,30,0,0.017000,42,201,2.433729,10.050000,1.500000,1.000000,12.550000,0.018065,False
3,target shifted right,14,-30,0,0.011884,7,212,2.698029,10.600000,1.500000,1.000000,13.100000,0.027746,False
3,target shifted right,15,-30,0,0.011884,314159,215,2.769444,10.750000,1.500000,1.000000,13.250000,0.042022,False
3,target shifted right,16,60,30,0.016200,99,217,3.816107,10.850000,1.500000,1.000000,13.350000,0.028554,False
3,target shifted right,17,30,30,0.017000,123456,223,3.399464,11.150000,1.500000,1.000000,13.650000,0.022644,False
3,target shifted right,18,-30,0,0.011884,99,228,2.632398,11.400000,1.500000,1.000000,13.900000,0.024489,False
3,target shifted right,19,30,30,0.017000,99,232,3.791008,11.600000,1.500000,1.000000,14.100000,0.026895,False
3,target shifted right,20,60,30,0.016200,314159,240,3.343222,12.000000,1.500000,1.000000,14.500000,0.019766,False
3,target shifted right,21,60,30,0.016200,2026,240,3.408674,12.000000,1.500000,1.000000,14.500000,0.018526,False
3,target shifted right,22,60,30,0.016200,42,242,3.452893,12.100000,1.500000,1.000000,14.600000,0.019148,False
3,target shifted right,23,60,30,0.016200,123456,242,3.778086,12.100000,1.500000,1.000000,14.600000,0.022740,False
3,target shifted right,24,30,30,0.017000,314159,263,3.150980,13.150000,1.500000,1.000000,15.650000,0.021892,False
3,target shifted right,25,30,30,0.017000,2026,265,3.244664,13.250000,1.500000,1.000000,15.750000,0.019097,False
3,target shifted right,26,30,30,0.017000,7,266,3.281978,13.300000,1.500000,1.000000,15.800000,0.020388,False
3,target shifted right,27,30,30,0.017000,42,268,3.334985,13.400000,1.500000,1.000000,15.900000,0.018587,False
3,target shifted right,28,0,0,0.017000,99,285,4.323858,14.250000,1.500000,1.000000,16.750000,0.063696,False
3,target shifted right,29,0,0,0.017000,314159,288,4.055630,14.400000,1.500000,1.000000,16.900000,0.065894,False
3,target shifted right,30,-30,0,0.011884,42,293,4.466218,14.650000,1.500000,1.000000,17.150000,0.026032,False
3,target shifted right,31,0,0,0.017000,2026,322,5.637607,16.100000,1.500000,1.000000,18.600000,0.025982,False
3,target shifted right,32,0,0,0.017000,42,327,5.142511,16.350000,1.500000,1.000000,18.850000,0.022438,False
3,target shifted right,33,0,0,0.017000,7,347,5.275388,17.350000,1.500000,1.000000,19.850000,0.038226,False
3,target shifted right,34,-30,0,0.011884,123456,365,5.294751,18.250000,1.500000,1.000000,20.750000,0.040018,False
3,target shifted right,35,-30,0,0.011884,2026,391,5.584517,19.550000,1.500000,1.000000,22.050000,0.024154,False
3,target shifted right,36,0,0,0.017000,123456,404,5.917424,20.200000,1.500000,1.000000,22.700000,0.040435,False
