trial_id,description,rank,azimuth_deg,elevation_deg,approach_clearance_m,seed,actions,joint_length,estimated_rrt_time_s,estimated_approach_time_s,estimated_close_time_s,estimated_grasp_time_s,planning_wall_time_s,selected
2,target left and slightly lower,1,-30,0,0.016000,42,200,2.415123,10.000000,1.500000,1.000000,12.500000,0.018663,True
2,target left and slightly lower,2,-30,0,0.016000,7,200,2.437188,10.000000,1.500000,1.000000,12.500000,0.018086,False
2,target left and slightly lower,3,-30,0,0.016000,2026,200,2.437188,10.000000,1.500000,1.000000,12.500000,0.018484,False
2,target left and slightly lower,4,-30,0,0.016000,123456,200,2.437188,10.000000,1.500000,1.000000,12.500000,0.019123,False
2,target left and slightly lower,5,-30,0,0.016000,314159,201,2.403016,10.050000,1.500000,1.000000,12.550000,0.019153,False
2,target left and slightly lower,6,30,0,0.016000,99,207,2.698894,10.350000,1.500000,1.000000,12.850000,0.027788,False
2,target left and slightly lower,7,30,0,0.016000,42,212,2.484815,10.600000,1.500000,1.000000,13.100000,0.018763,False
2,target left and slightly lower,8,30,0,0.016000,314159,213,2.498672,10.650000,1.500000,1.000000,13.150000,0.019508,False
2,target left and slightly lower,9,30,0,0.016000,2026,213,2.508770,10.650000,1.500000,1.000000,13.150000,0.019122,False
2,target left and slightly lower,10,30,0,0.016000,7,213,2.508770,10.650000,1.500000,1.000000,13.150000,0.020312,False
2,target left and slightly lower,11,30,0,0.016000,123456,213,2.508770,10.650000,1.500000,1.000000,13.150000,0.021198,False
2,target left and slightly lower,12,30,30,0.016000,99,241,3.905054,12.050000,1.500000,1.000000,14.550000,0.030008,False
2,target left and slightly lower,13,-30,30,0.016000,42,255,3.150758,12.750000,1.500000,1.000000,15.250000,0.020220,False
2,target left and slightly lower,14,-30,30,0.016000,314159,258,3.128758,12.900000,1.500000,1.000000,15.400000,0.022870,False
2,target left and slightly lower,15,-30,30,0.016000,99,260,3.546674,13.000000,1.500000,1.000000,15.500000,0.019977,False
2,target left and slightly lower,16,30,30,0.016000,314159,263,3.123214,13.150000,1.500000,1.000000,15.650000,0.021312,False
2,target left and slightly lower,17,30,30,0.016000,2026,267,3.196514,13.350000,1.500000,1.000000,15.850000,0.019980,False
2,target left and slightly lower,18,30,30,0.016000,42,268,3.253260,13.400000,1.500000,1.000000,15.900000,0.021473,False
2,target left and slightly lower,19,30,30,0.016000,7,274,3.557774,13.700000,1.500000,1.000000,16.200000,0.027933,False
2,target left and slightly lower,20,0,30,0.016000,2026,277,4.086718,13.850000,1.500000,1.000000,16.350000,0.027024,False
2,target left and slightly lower,21,30,30,0.016000,123456,278,3.894091,13.900000,1.500000,1.000000,16.400000,0.027342,False
2,target left and slightly lower,22,-30,30,0.016000,2026,280,4.468511,14.000000,1.500000,1.000000,16.500000,0.023154,False
2,target left and slightly lower,23,-30,30,0.016000,7,281,3.861849,14.050000,1.500000,1.000000,16.550000,0.024015,False
2,target left and slightly lower,24,0,0,0.016000,7,283,4.005056,14.150000,1.500000,1.000000,16.650000,0.022067,False
2,target left and slightly lower,25,0,30,0.016000,7,285,4.071972,14.250000,1.500000,1.000000,16.750000,0.022839,False
2,target left and slightly lower,26,0,30,0.016000,99,285,4.137073,14.250000,1.500000,1.000000,16.750000,0.028890,False
2,target left and slightly lower,27,0,0,0.016000,314159,297,3.612153,14.850000,1.500000,1.000000,17.350000,0.029662,False
2,target left and slightly lower,28,0,30,0.016000,123456,298,3.796745,14.900000,1.500000,1.000000,17.400000,0.028647,False
2,target left and slightly lower,29,0,30,0.016000,42,314,5.169325,15.700000,1.500000,1.000000,18.200000,0.038911,False
2,target left and slightly lower,30,0,0,0.016000,99,318,3.587015,15.900000,1.500000,1.000000,18.400000,0.046995,False
2,target left and slightly lower,31,0,0,0.016000,42,321,4.903535,16.050000,1.500000,1.000000,18.550000,0.025412,False
2,target left and slightly lower,32,-30,0,0.016000,99,336,5.625171,16.800000,1.500000,1.000000,19.300000,0.021878,False
2,target left and slightly lower,33,0,0,0.016000,2026,339,5.523900,16.950000,1.500000,1.000000,19.450000,0.026698,False
2,target left and slightly lower,34,0,30,0.016000,314159,343,6.635085,17.150000,1.500000,1.000000,19.650000,0.034062,False
2,target left and slightly lower,35,0,0,0.016000,123456,380,5.704893,19.000000,1.500000,1.000000,21.500000,0.040081,False
2,target left and slightly lower,36,-30,30,0.016000,123456,435,7.153148,21.750000,1.500000,1.000000,24.250000,0.036826,False
